timestamp,hive_code,hive_number,temperature_c,humidity_pct,hive_weight_kg,bee_activity_score,scenario,health_label,data_source
2026-07-01T20:00:00,HV-2026-001,1,33.56,67.31,26.033,88.19,normal,healthy,synthetic_prototype_dataset
2026-07-01T21:00:00,HV-2026-001,1,32.54,70.83,26.042,88.98,normal,healthy,synthetic_prototype_dataset
2026-07-01T22:00:00,HV-2026-001,1,33.09,71.87,26.09,87.78,normal,healthy,synthetic_prototype_dataset
2026-07-01T23:00:00,HV-2026-001,1,32.55,71.62,26.056,82.04,normal,healthy,synthetic_prototype_dataset
2026-07-02T00:00:00,HV-2026-001,1,32.18,70.0,26.095,72.83,normal,healthy,synthetic_prototype_dataset
2026-07-02T01:00:00,HV-2026-001,1,32.65,73.89,26.107,78.58,normal,healthy,synthetic_prototype_dataset
2026-07-02T02:00:00,HV-2026-001,1,32.53,70.48,26.099,74.81,normal,healthy,synthetic_prototype_dataset
2026-07-02T03:00:00,HV-2026-001,1,33.53,66.63,26.139,76.83,normal,healthy,synthetic_prototype_dataset
2026-07-02T04:00:00,HV-2026-001,1,33.16,65.69,26.167,74.15,normal,healthy,synthetic_prototype_dataset
2026-07-02T05:00:00,HV-2026-001,1,33.84,66.64,26.248,75.16,normal,healthy,synthetic_prototype_dataset
2026-07-02T06:00:00,HV-2026-001,1,33.61,65.11,26.281,80.76,normal,healthy,synthetic_prototype_dataset
2026-07-02T07:00:00,HV-2026-001,1,34.79,63.62,26.357,73.67,normal,healthy,synthetic_prototype_dataset
2026-07-02T08:00:00,HV-2026-001,1,34.44,59.62,26.373,74.81,normal,healthy,synthetic_prototype_dataset
2026-07-02T09:00:00,HV-2026-001,1,35.28,59.44,26.355,77.8,normal,healthy,synthetic_prototype_dataset
2026-07-02T10:00:00,HV-2026-001,1,35.34,60.24,26.463,93.2,normal,healthy,synthetic_prototype_dataset
2026-07-02T11:00:00,HV-2026-001,1,35.52,56.25,26.429,85.46,normal,healthy,synthetic_prototype_dataset
2026-07-02T12:00:00,HV-2026-001,1,35.01,57.04,26.45,85.41,normal,healthy,synthetic_prototype_dataset
2026-07-02T13:00:00,HV-2026-001,1,35.81,58.31,26.487,83.48,normal,healthy,synthetic_prototype_dataset
2026-07-02T14:00:00,HV-2026-001,1,34.45,57.85,26.528,94.31,normal,healthy,synthetic_prototype_dataset
2026-07-02T15:00:00,HV-2026-001,1,35.05,61.61,26.551,84.79,normal,healthy,synthetic_prototype_dataset
2026-07-02T16:00:00,HV-2026-001,1,34.29,59.99,26.663,86.65,normal,healthy,synthetic_prototype_dataset
2026-07-02T17:00:00,HV-2026-001,1,34.79,61.35,26.73,91.23,normal,healthy,synthetic_prototype_dataset
2026-07-02T18:00:00,HV-2026-001,1,34.0,64.72,26.737,91.56,normal,healthy,synthetic_prototype_dataset
2026-07-02T19:00:00,HV-2026-001,1,33.53,64.4,26.717,90.48,normal,healthy,synthetic_prototype_dataset
2026-07-02T20:00:00,HV-2026-001,1,34.13,68.58,26.738,90.52,normal,healthy,synthetic_prototype_dataset
2026-07-02T21:00:00,HV-2026-001,1,33.74,70.14,26.748,92.81,normal,healthy,synthetic_prototype_dataset
2026-07-02T22:00:00,HV-2026-001,1,33.14,73.62,26.78,83.84,normal,healthy,synthetic_prototype_dataset
2026-07-02T23:00:00,HV-2026-001,1,32.2,74.52,26.865,86.48,normal,healthy,synthetic_prototype_dataset
2026-07-03T00:00:00,HV-2026-001,1,32.67,74.21,26.851,72.87,normal,healthy,synthetic_prototype_dataset
2026-07-03T01:00:00,HV-2026-001,1,33.18,70.64,26.876,75.43,normal,healthy,synthetic_prototype_dataset
2026-07-03T02:00:00,HV-2026-001,1,33.17,73.18,26.904,78.25,normal,healthy,synthetic_prototype_dataset
2026-07-03T03:00:00,HV-2026-001,1,32.3,69.45,26.9,71.73,normal,healthy,synthetic_prototype_dataset
2026-07-03T04:00:00,HV-2026-001,1,33.1,67.48,26.957,71.36,normal,healthy,synthetic_prototype_dataset
2026-07-03T05:00:00,HV-2026-001,1,33.82,65.52,26.97,79.51,normal,healthy,synthetic_prototype_dataset
2026-07-03T06:00:00,HV-2026-001,1,34.39,66.99,26.99,73.56,normal,healthy,synthetic_prototype_dataset
2026-07-03T07:00:00,HV-2026-001,1,34.38,63.21,27.021,74.03,normal,healthy,synthetic_prototype_dataset
2026-07-03T08:00:00,HV-2026-001,1,34.84,61.49,27.139,86.19,normal,healthy,synthetic_prototype_dataset
2026-07-03T09:00:00,HV-2026-001,1,34.68,59.12,27.122,79.29,normal,healthy,synthetic_prototype_dataset
2026-07-03T10:00:00,HV-2026-001,1,35.41,60.69,27.134,80.71,normal,healthy,synthetic_prototype_dataset
2026-07-03T11:00:00,HV-2026-001,1,34.43,57.53,27.137,82.67,normal,healthy,synthetic_prototype_dataset
2026-07-03T12:00:00,HV-2026-001,1,35.05,57.41,27.118,80.76,normal,healthy,synthetic_prototype_dataset
2026-07-03T13:00:00,HV-2026-001,1,36.36,55.51,27.123,91.02,normal,warning,synthetic_prototype_dataset
2026-07-03T14:00:00,HV-2026-001,1,36.58,56.41,27.152,85.27,normal,warning,synthetic_prototype_dataset
2026-07-03T15:00:00,HV-2026-001,1,35.84,57.86,27.184,91.65,normal,healthy,synthetic_prototype_dataset
2026-07-03T16:00:00,HV-2026-001,1,34.99,60.41,27.217,84.71,normal,healthy,synthetic_prototype_dataset
2026-07-03T17:00:00,HV-2026-001,1,34.37,62.29,27.259,87.94,normal,healthy,synthetic_prototype_dataset
2026-07-03T18:00:00,HV-2026-001,1,34.36,66.41,27.294,91.23,normal,healthy,synthetic_prototype_dataset
2026-07-03T19:00:00,HV-2026-001,1,33.83,66.4,27.294,90.99,normal,healthy,synthetic_prototype_dataset
2026-07-03T20:00:00,HV-2026-001,1,33.45,71.85,27.374,90.87,normal,healthy,synthetic_prototype_dataset
2026-07-03T21:00:00,HV-2026-001,1,32.88,67.53,27.441,89.85,normal,healthy,synthetic_prototype_dataset
2026-07-03T22:00:00,HV-2026-001,1,33.24,67.51,27.498,89.71,normal,healthy,synthetic_prototype_dataset
2026-07-03T23:00:00,HV-2026-001,1,32.39,70.5,27.533,87.29,normal,healthy,synthetic_prototype_dataset
2026-07-04T00:00:00,HV-2026-001,1,32.78,71.2,27.549,76.53,normal,healthy,synthetic_prototype_dataset
2026-07-04T01:00:00,HV-2026-001,1,33.62,66.52,27.566,76.62,normal,healthy,synthetic_prototype_dataset
2026-07-04T02:00:00,HV-2026-001,1,33.22,69.77,27.529,77.15,normal,healthy,synthetic_prototype_dataset
2026-07-04T03:00:00,HV-2026-001,1,34.07,66.57,27.584,74.85,normal,healthy,synthetic_prototype_dataset
2026-07-04T04:00:00,HV-2026-001,1,33.54,65.99,27.598,80.55,normal,healthy,synthetic_prototype_dataset
2026-07-04T05:00:00,HV-2026-001,1,34.14,69.31,27.664,77.54,normal,healthy,synthetic_prototype_dataset
2026-07-04T06:00:00,HV-2026-001,1,35.0,65.17,27.718,74.96,normal,healthy,synthetic_prototype_dataset
2026-07-04T07:00:00,HV-2026-001,1,34.58,61.31,27.777,73.7,normal,healthy,synthetic_prototype_dataset
2026-07-04T08:00:00,HV-2026-001,1,35.22,60.54,27.848,82.25,normal,healthy,synthetic_prototype_dataset
2026-07-04T09:00:00,HV-2026-001,1,35.95,60.75,27.827,81.12,normal,healthy,synthetic_prototype_dataset
2026-07-04T10:00:00,HV-2026-001,1,34.81,57.39,27.918,85.23,normal,healthy,synthetic_prototype_dataset
2026-07-04T11:00:00,HV-2026-001,1,35.16,55.8,27.959,80.26,normal,healthy,synthetic_prototype_dataset
2026-07-04T12:00:00,HV-2026-001,1,35.21,57.94,28.042,88.03,normal,healthy,synthetic_prototype_dataset
2026-07-04T13:00:00,HV-2026-001,1,34.44,58.17,28.088,88.56,normal,healthy,synthetic_prototype_dataset
2026-07-04T14:00:00,HV-2026-001,1,36.07,54.61,28.109,89.71,normal,warning,synthetic_prototype_dataset
2026-07-04T15:00:00,HV-2026-001,1,34.42,62.09,28.163,91.9,normal,healthy,synthetic_prototype_dataset
2026-07-04T16:00:00,HV-2026-001,1,34.61,62.35,28.238,90.34,normal,healthy,synthetic_prototype_dataset
2026-07-04T17:00:00,HV-2026-001,1,34.66,63.06,28.242,89.36,normal,healthy,synthetic_prototype_dataset
2026-07-04T18:00:00,HV-2026-001,1,34.15,65.07,28.307,86.3,normal,healthy,synthetic_prototype_dataset
2026-07-04T19:00:00,HV-2026-001,1,33.82,68.86,28.305,87.0,normal,healthy,synthetic_prototype_dataset
2026-07-04T20:00:00,HV-2026-001,1,33.66,69.4,28.331,94.17,normal,healthy,synthetic_prototype_dataset
2026-07-04T21:00:00,HV-2026-001,1,33.68,70.85,28.375,97.08,normal,healthy,synthetic_prototype_dataset
2026-07-04T22:00:00,HV-2026-001,1,33.0,66.84,28.456,86.52,normal,healthy,synthetic_prototype_dataset
2026-07-04T23:00:00,HV-2026-001,1,33.01,73.5,28.425,82.73,normal,healthy,synthetic_prototype_dataset
2026-07-05T00:00:00,HV-2026-001,1,32.26,69.76,28.466,77.83,normal,healthy,synthetic_prototype_dataset
2026-07-05T01:00:00,HV-2026-001,1,33.15,68.41,28.41,76.19,normal,healthy,synthetic_prototype_dataset
2026-07-05T02:00:00,HV-2026-001,1,32.95,71.08,28.459,76.48,normal,healthy,synthetic_prototype_dataset
2026-07-05T03:00:00,HV-2026-001,1,33.71,69.55,28.503,73.53,normal,healthy,synthetic_prototype_dataset
2026-07-05T04:00:00,HV-2026-001,1,33.55,68.04,28.557,74.62,normal,healthy,synthetic_prototype_dataset
2026-07-05T05:00:00,HV-2026-001,1,34.18,65.52,28.578,78.9,normal,healthy,synthetic_prototype_dataset
2026-07-05T06:00:00,HV-2026-001,1,33.39,61.85,28.551,67.83,normal,warning,synthetic_prototype_dataset
2026-07-05T07:00:00,HV-2026-001,1,34.32,63.72,28.566,78.52,normal,healthy,synthetic_prototype_dataset
2026-07-05T08:00:00,HV-2026-001,1,35.42,63.08,28.593,84.36,normal,healthy,synthetic_prototype_dataset
2026-07-05T09:00:00,HV-2026-001,1,35.25,57.73,28.606,76.18,normal,healthy,synthetic_prototype_dataset
2026-07-05T10:00:00,HV-2026-001,1,35.01,57.48,28.672,89.02,normal,healthy,synthetic_prototype_dataset
2026-07-05T11:00:00,HV-2026-001,1,34.92,58.13,28.676,86.18,normal,healthy,synthetic_prototype_dataset
2026-07-05T12:00:00,HV-2026-001,1,35.53,53.89,28.751,83.78,normal,healthy,synthetic_prototype_dataset
2026-07-05T13:00:00,HV-2026-001,1,35.3,55.5,28.771,88.6,normal,healthy,synthetic_prototype_dataset
2026-07-05T14:00:00,HV-2026-001,1,35.33,58.72,28.826,92.75,normal,healthy,synthetic_prototype_dataset
2026-07-05T15:00:00,HV-2026-001,1,35.05,56.58,28.904,87.77,normal,healthy,synthetic_prototype_dataset
2026-07-05T16:00:00,HV-2026-001,1,35.44,61.38,28.937,90.74,normal,healthy,synthetic_prototype_dataset
2026-07-05T17:00:00,HV-2026-001,1,35.5,66.11,28.974,90.44,normal,healthy,synthetic_prototype_dataset
2026-07-05T18:00:00,HV-2026-001,1,34.77,62.66,29.015,89.91,normal,healthy,synthetic_prototype_dataset
2026-07-05T19:00:00,HV-2026-001,1,34.09,64.5,28.984,82.62,normal,healthy,synthetic_prototype_dataset
2026-07-05T20:00:00,HV-2026-001,1,33.13,66.86,28.999,96.3,normal,healthy,synthetic_prototype_dataset
2026-07-05T21:00:00,HV-2026-001,1,33.86,67.4,29.036,87.51,normal,healthy,synthetic_prototype_dataset
2026-07-05T22:00:00,HV-2026-001,1,33.03,70.58,29.083,86.94,normal,healthy,synthetic_prototype_dataset
2026-07-05T23:00:00,HV-2026-001,1,33.51,68.89,29.108,96.2,normal,healthy,synthetic_prototype_dataset
2026-07-06T00:00:00,HV-2026-001,1,33.15,73.58,29.136,78.03,normal,healthy,synthetic_prototype_dataset
2026-07-06T01:00:00,HV-2026-001,1,33.07,70.45,29.134,77.51,normal,healthy,synthetic_prototype_dataset
2026-07-06T02:00:00,HV-2026-001,1,32.84,71.26,29.197,77.28,normal,healthy,synthetic_prototype_dataset
2026-07-06T03:00:00,HV-2026-001,1,33.3,69.77,29.211,79.27,normal,healthy,synthetic_prototype_dataset
2026-07-06T04:00:00,HV-2026-001,1,32.88,66.9,29.167,70.77,normal,healthy,synthetic_prototype_dataset
2026-07-06T05:00:00,HV-2026-001,1,34.63,67.42,29.166,70.74,normal,healthy,synthetic_prototype_dataset
2026-07-06T06:00:00,HV-2026-001,1,33.02,63.02,29.276,77.52,normal,healthy,synthetic_prototype_dataset
2026-07-06T07:00:00,HV-2026-001,1,34.43,63.03,29.247,76.79,normal,healthy,synthetic_prototype_dataset
2026-07-06T08:00:00,HV-2026-001,1,35.04,60.35,29.304,80.83,normal,healthy,synthetic_prototype_dataset
2026-07-06T09:00:00,HV-2026-001,1,35.57,57.81,29.369,87.06,normal,healthy,synthetic_prototype_dataset
2026-07-06T10:00:00,HV-2026-001,1,35.04,56.34,29.454,82.33,normal,healthy,synthetic_prototype_dataset
2026-07-06T11:00:00,HV-2026-001,1,36.24,56.44,29.545,83.32,normal,warning,synthetic_prototype_dataset
2026-07-06T12:00:00,HV-2026-001,1,35.77,59.82,29.575,82.61,normal,healthy,synthetic_prototype_dataset
2026-07-06T13:00:00,HV-2026-001,1,35.4,58.05,29.563,89.34,normal,healthy,synthetic_prototype_dataset
2026-07-06T14:00:00,HV-2026-001,1,35.23,60.0,29.522,85.37,normal,healthy,synthetic_prototype_dataset
2026-07-06T15:00:00,HV-2026-001,1,34.51,57.56,29.571,88.31,normal,healthy,synthetic_prototype_dataset
2026-07-06T16:00:00,HV-2026-001,1,34.89,60.21,29.616,85.99,normal,healthy,synthetic_prototype_dataset
2026-07-06T17:00:00,HV-2026-001,1,35.0,63.38,29.663,91.83,normal,healthy,synthetic_prototype_dataset
2026-07-06T18:00:00,HV-2026-001,1,34.48,67.66,29.69,88.93,normal,healthy,synthetic_prototype_dataset
2026-07-06T19:00:00,HV-2026-001,1,33.67,63.95,29.671,86.77,normal,healthy,synthetic_prototype_dataset
2026-07-06T20:00:00,HV-2026-001,1,33.67,68.1,29.698,86.84,normal,healthy,synthetic_prototype_dataset
2026-07-06T21:00:00,HV-2026-001,1,33.84,70.28,29.718,86.65,normal,healthy,synthetic_prototype_dataset
2026-07-06T22:00:00,HV-2026-001,1,33.47,70.4,29.692,87.89,normal,healthy,synthetic_prototype_dataset
2026-07-06T23:00:00,HV-2026-001,1,33.21,69.14,29.724,82.02,normal,healthy,synthetic_prototype_dataset
2026-07-07T00:00:00,HV-2026-001,1,33.71,73.07,29.74,77.27,normal,healthy,synthetic_prototype_dataset
2026-07-07T01:00:00,HV-2026-001,1,32.07,68.5,29.755,72.25,normal,healthy,synthetic_prototype_dataset
2026-07-07T02:00:00,HV-2026-001,1,33.61,73.48,29.738,73.07,normal,healthy,synthetic_prototype_dataset
2026-07-07T03:00:00,HV-2026-001,1,33.6,71.67,29.721,76.87,normal,healthy,synthetic_prototype_dataset
2026-07-07T04:00:00,HV-2026-001,1,34.58,64.35,29.701,74.52,normal,healthy,synthetic_prototype_dataset
2026-07-07T05:00:00,HV-2026-001,1,33.84,67.1,29.734,69.79,normal,warning,synthetic_prototype_dataset
2026-07-07T06:00:00,HV-2026-001,1,34.64,62.78,29.804,73.8,normal,healthy,synthetic_prototype_dataset
2026-07-07T07:00:00,HV-2026-001,1,34.46,62.99,29.855,79.4,normal,healthy,synthetic_prototype_dataset
2026-07-07T08:00:00,HV-2026-001,1,34.3,61.29,29.849,80.45,normal,healthy,synthetic_prototype_dataset
2026-07-07T09:00:00,HV-2026-001,1,34.69,59.68,29.855,76.87,normal,healthy,synthetic_prototype_dataset
2026-07-07T10:00:00,HV-2026-001,1,35.86,58.2,29.871,88.08,normal,healthy,synthetic_prototype_dataset
2026-07-07T11:00:00,HV-2026-001,1,35.47,57.12,29.921,82.35,normal,healthy,synthetic_prototype_dataset
2026-07-07T12:00:00,HV-2026-001,1,35.92,55.86,29.949,90.67,normal,healthy,synthetic_prototype_dataset
2026-07-07T13:00:00,HV-2026-001,1,35.2,52.72,30.048,96.03,normal,healthy,synthetic_prototype_dataset
2026-07-07T14:00:00,HV-2026-001,1,35.35,54.28,30.08,87.12,normal,healthy,synthetic_prototype_dataset
2026-07-07T15:00:00,HV-2026-001,1,35.25,56.87,30.141,90.77,normal,healthy,synthetic_prototype_dataset
2026-07-07T16:00:00,HV-2026-001,1,34.39,61.58,30.25,90.12,normal,healthy,synthetic_prototype_dataset
2026-07-07T17:00:00,HV-2026-001,1,34.6,61.76,30.306,83.82,normal,healthy,synthetic_prototype_dataset
2026-07-07T18:00:00,HV-2026-001,1,34.49,63.12,30.4,89.39,normal,healthy,synthetic_prototype_dataset
2026-07-07T19:00:00,HV-2026-001,1,34.83,63.65,30.446,91.0,normal,healthy,synthetic_prototype_dataset
2026-07-07T20:00:00,HV-2026-001,1,33.37,67.64,30.513,88.39,normal,healthy,synthetic_prototype_dataset
2026-07-07T21:00:00,HV-2026-001,1,32.73,68.74,30.507,87.74,normal,healthy,synthetic_prototype_dataset
2026-07-07T22:00:00,HV-2026-001,1,33.25,66.82,30.475,89.81,normal,healthy,synthetic_prototype_dataset
2026-07-07T23:00:00,HV-2026-001,1,32.92,65.97,30.527,88.06,normal,healthy,synthetic_prototype_dataset
2026-07-08T00:00:00,HV-2026-001,1,32.85,68.29,30.582,77.22,normal,healthy,synthetic_prototype_dataset
2026-07-08T01:00:00,HV-2026-001,1,34.28,71.18,30.62,75.42,normal,healthy,synthetic_prototype_dataset
2026-07-08T02:00:00,HV-2026-001,1,33.71,70.85,30.689,74.18,normal,healthy,synthetic_prototype_dataset
2026-07-08T03:00:00,HV-2026-001,1,33.35,67.75,30.742,81.24,normal,healthy,synthetic_prototype_dataset
2026-07-08T04:00:00,HV-2026-001,1,33.61,66.4,30.778,75.14,normal,healthy,synthetic_prototype_dataset
2026-07-08T05:00:00,HV-2026-001,1,34.56,61.42,30.774,73.26,normal,healthy,synthetic_prototype_dataset
2026-07-08T06:00:00,HV-2026-001,1,33.42,61.93,30.767,75.3,normal,healthy,synthetic_prototype_dataset
2026-07-08T07:00:00,HV-2026-001,1,35.31,61.41,30.756,77.63,normal,healthy,synthetic_prototype_dataset
2026-07-08T08:00:00,HV-2026-001,1,35.59,58.41,30.754,81.58,normal,healthy,synthetic_prototype_dataset
2026-07-08T09:00:00,HV-2026-001,1,35.29,59.88,30.787,83.81,normal,healthy,synthetic_prototype_dataset
2026-07-08T10:00:00,HV-2026-001,1,35.13,57.58,30.817,78.74,normal,healthy,synthetic_prototype_dataset
2026-07-08T11:00:00,HV-2026-001,1,35.02,58.13,30.846,80.94,normal,healthy,synthetic_prototype_dataset
2026-07-08T12:00:00,HV-2026-001,1,35.73,58.69,30.808,80.66,normal,healthy,synthetic_prototype_dataset
2026-07-08T13:00:00,HV-2026-001,1,35.31,59.53,30.861,89.79,normal,healthy,synthetic_prototype_dataset
2026-07-08T14:00:00,HV-2026-001,1,35.08,55.58,30.919,88.33,normal,healthy,synthetic_prototype_dataset
2026-07-08T15:00:00,HV-2026-001,1,35.63,58.37,30.97,89.49,normal,healthy,synthetic_prototype_dataset
2026-07-08T16:00:00,HV-2026-001,1,35.47,61.61,30.951,81.66,normal,healthy,synthetic_prototype_dataset
2026-07-08T17:00:00,HV-2026-001,1,35.26,63.99,30.949,83.37,normal,healthy,synthetic_prototype_dataset
2026-07-08T18:00:00,HV-2026-001,1,34.51,65.34,31.041,91.81,normal,healthy,synthetic_prototype_dataset
2026-07-08T19:00:00,HV-2026-001,1,33.96,63.87,31.067,88.83,normal,healthy,synthetic_prototype_dataset
2026-07-08T20:00:00,HV-2026-001,1,33.36,70.85,31.154,93.5,normal,healthy,synthetic_prototype_dataset
2026-07-08T21:00:00,HV-2026-001,1,33.13,70.15,31.202,90.48,normal,healthy,synthetic_prototype_dataset
2026-07-08T22:00:00,HV-2026-001,1,33.9,70.87,31.253,90.35,normal,healthy,synthetic_prototype_dataset
2026-07-08T23:00:00,HV-2026-001,1,33.37,67.21,31.281,85.16,normal,healthy,synthetic_prototype_dataset
2026-07-09T00:00:00,HV-2026-001,1,32.64,73.54,31.366,80.76,normal,healthy,synthetic_prototype_dataset
2026-07-09T01:00:00,HV-2026-001,1,33.38,72.71,31.391,76.71,normal,healthy,synthetic_prototype_dataset
2026-07-09T02:00:00,HV-2026-001,1,32.9,70.29,31.419,71.44,normal,healthy,synthetic_prototype_dataset
2026-07-09T03:00:00,HV-2026-001,1,33.58,68.32,31.506,79.13,normal,healthy,synthetic_prototype_dataset
2026-07-09T04:00:00,HV-2026-001,1,33.88,67.46,31.533,75.29,normal,healthy,synthetic_prototype_dataset
2026-07-09T05:00:00,HV-2026-001,1,33.7,65.05,31.532,71.62,normal,healthy,synthetic_prototype_dataset
2026-07-09T06:00:00,HV-2026-001,1,34.75,64.22,31.494,75.57,normal,healthy,synthetic_prototype_dataset
2026-07-09T07:00:00,HV-2026-001,1,35.3,63.61,31.555,77.96,normal,healthy,synthetic_prototype_dataset
2026-07-09T08:00:00,HV-2026-001,1,34.79,58.06,31.597,80.95,normal,healthy,synthetic_prototype_dataset
2026-07-09T09:00:00,HV-2026-001,1,36.02,60.54,31.626,76.87,normal,warning,synthetic_prototype_dataset
2026-07-09T10:00:00,HV-2026-001,1,35.5,57.84,31.657,80.98,normal,healthy,synthetic_prototype_dataset
2026-07-09T11:00:00,HV-2026-001,1,35.89,55.85,31.676,85.61,normal,healthy,synthetic_prototype_dataset
2026-07-09T12:00:00,HV-2026-001,1,35.64,56.95,31.728,81.91,normal,healthy,synthetic_prototype_dataset
2026-07-09T13:00:00,HV-2026-001,1,35.56,59.34,31.73,79.7,normal,healthy,synthetic_prototype_dataset
2026-07-09T14:00:00,HV-2026-001,1,34.81,57.5,31.773,87.71,normal,healthy,synthetic_prototype_dataset
2026-07-09T15:00:00,HV-2026-001,1,35.99,53.75,31.828,94.4,normal,healthy,synthetic_prototype_dataset
2026-07-09T16:00:00,HV-2026-001,1,34.66,59.33,31.839,86.39,normal,healthy,synthetic_prototype_dataset
2026-07-09T17:00:00,HV-2026-001,1,34.71,64.27,31.938,88.7,normal,healthy,synthetic_prototype_dataset
2026-07-09T18:00:00,HV-2026-001,1,35.38,63.58,32.029,89.67,normal,healthy,synthetic_prototype_dataset
2026-07-09T19:00:00,HV-2026-001,1,34.24,65.98,32.165,92.86,normal,healthy,synthetic_prototype_dataset
2026-07-09T20:00:00,HV-2026-001,1,33.55,68.76,32.177,87.81,normal,healthy,synthetic_prototype_dataset
2026-07-09T21:00:00,HV-2026-001,1,34.01,68.52,32.212,88.98,normal,healthy,synthetic_prototype_dataset
2026-07-09T22:00:00,HV-2026-001,1,33.55,70.34,32.169,90.46,normal,healthy,synthetic_prototype_dataset
2026-07-09T23:00:00,HV-2026-001,1,32.82,67.68,32.192,87.4,normal,healthy,synthetic_prototype_dataset
2026-07-10T00:00:00,HV-2026-001,1,32.95,71.88,32.17,74.58,normal,healthy,synthetic_prototype_dataset
2026-07-10T01:00:00,HV-2026-001,1,33.05,70.06,32.205,72.47,normal,healthy,synthetic_prototype_dataset
2026-07-10T02:00:00,HV-2026-001,1,33.77,69.56,32.164,69.14,normal,warning,synthetic_prototype_dataset
2026-07-10T03:00:00,HV-2026-001,1,33.64,67.93,32.185,75.9,normal,healthy,synthetic_prototype_dataset
2026-07-10T04:00:00,HV-2026-001,1,34.02,68.59,32.171,71.9,normal,healthy,synthetic_prototype_dataset
2026-07-10T05:00:00,HV-2026-001,1,33.74,65.71,32.24,74.49,normal,healthy,synthetic_prototype_dataset
2026-07-10T06:00:00,HV-2026-001,1,33.44,60.31,32.236,74.05,normal,healthy,synthetic_prototype_dataset
2026-07-10T07:00:00,HV-2026-001,1,34.72,61.64,32.25,81.5,normal,healthy,synthetic_prototype_dataset
2026-07-10T08:00:00,HV-2026-001,1,34.91,58.33,32.296,74.25,normal,healthy,synthetic_prototype_dataset
2026-07-10T09:00:00,HV-2026-001,1,35.66,58.62,32.325,86.92,normal,healthy,synthetic_prototype_dataset
2026-07-10T10:00:00,HV-2026-001,1,35.41,61.03,32.355,78.53,normal,healthy,synthetic_prototype_dataset
2026-07-10T11:00:00,HV-2026-001,1,35.85,54.68,32.369,85.91,normal,healthy,synthetic_prototype_dataset
2026-07-10T12:00:00,HV-2026-001,1,36.12,55.26,32.446,89.14,normal,warning,synthetic_prototype_dataset
2026-07-10T13:00:00,HV-2026-001,1,36.47,57.57,32.537,77.25,normal,warning,synthetic_prototype_dataset
2026-07-10T14:00:00,HV-2026-001,1,35.55,55.76,32.583,86.12,normal,healthy,synthetic_prototype_dataset
2026-07-10T15:00:00,HV-2026-001,1,35.41,61.82,32.618,90.38,normal,healthy,synthetic_prototype_dataset
2026-07-10T16:00:00,HV-2026-001,1,35.11,60.02,32.656,91.09,normal,healthy,synthetic_prototype_dataset
2026-07-10T17:00:00,HV-2026-001,1,35.43,64.54,32.701,91.94,normal,healthy,synthetic_prototype_dataset
2026-07-10T18:00:00,HV-2026-001,1,34.05,63.22,32.763,93.03,normal,healthy,synthetic_prototype_dataset
